run_time,pages_checked,total_links_found,unique_links,duplicate_count,crawler_efficiency,broken_links,duration_sec,duration_mins,status,locale,success_rate
2025-11-13 12:41:13,273,3579,3579,0,100.0,0,1228.5,20.47,ok,de,100.0
